hedge_fund,date,市值,加碼,減碼,XIRR
Fine Capital Partners,2015-11-16,865939164.35,120773991.9,52400355.0,-0.06133951929400987
Fine Capital Partners,2016-02-16,590001759.8,42185303.59,55648922.54,-0.24774760555932437
Fine Capital Partners,2016-05-16,769991989.0600001,35655010.53,62266299.29000001,-0.07919330674767389
Fine Capital Partners,2016-08-15,770035739.3,46294730.84,62126926.45999999,-0.06176810148048496
Fine Capital Partners,2016-11-14,795422525.7900001,58944205.86,21080012.34,-0.061934583051456896
Fine Capital Partners,2017-02-14,759446197.0500001,5962992.0,54692719.269999996,-0.05039407013661424
Fine Capital Partners,2017-05-15,610009231.26,5817055.12,106460742.88,-0.06702662854081712
Fine Capital Partners,2017-08-14,548040887.19,26899518.1,153811148.4,-0.037161386511633546
Fine Capital Partners,2017-11-14,498877379.26,50375020.52,100475338.7,-0.034921697968985484
Fine Capital Partners,2018-02-14,328688648.77,18151460.62,116687282.89000002,-0.059354225172597815
Fine Capital Partners,2018-05-15,461742780.46000004,80157929.25,427800.0,-0.038500005091651406
Fine Capital Partners,2018-08-14,384701626.69000006,1566819.7999999998,11721667.809999999,-0.060274220324688155
Fine Capital Partners,2018-11-14,298266397.92,77045363.28,74865090.99,-0.09176523785498672
Fine Capital Partners,2019-02-14,347320556.06,52656440.24,26990543.22,-0.07975198994478438
Fine Capital Partners,2019-05-15,297808100.15000004,9644445.0,11644898.98,-0.09562775805039263
Fine Capital Partners,2019-08-14,233770009.9,3717000.0,14469900.790000001,-0.11528557535654743
Fine Capital Partners,2019-11-14,339953305.74999994,4403757.12,26521333.46,-0.06287978225993145
Fine Capital Partners,2020-02-13,287737832.42,0.0,38398368.589999996,-0.06565991796083266
Fine Capital Partners,2020-05-14,104543664.10000001,0.0,0.0,-0.14070932391488145
Fine Capital Partners,2020-08-14,193989574.94,0.0,5012753.9,-0.09435788117563729
Fine Capital Partners,2020-11-13,307622051.2,0.0,1796974.21,-0.05283817789820128
Fine Capital Partners,2021-02-12,415335681.03,0.0,1001597.21,-0.022747530552990548
Fine Capital Partners,2021-05-14,518969309.4,569000.0,0.0,0.00019868562479420044
Fine Capital Partners,2021-08-13,658803434.1800001,0.0,1810750.0000000002,0.025555688611463317
Fine Capital Partners,2021-11-12,665612043.1199999,0.0,7107851.84,0.02709789213774972
Fine Capital Partners,2022-02-11,594018497.0,22542500.0,0.0,0.011174910335291246
Fine Capital Partners,2022-05-13,468626194.5,3233750.0,0.0,-0.01271079202880789
Fine Capital Partners,2022-08-12,539011306.92,3411600.0,0.0,0.0001352275709376195
Fine Capital Partners,2022-11-10,529336064.21999997,0.0,6357375.0,-0.0004459883085590188
Fine Capital Partners,2023-02-13,602126393.52,0.0,2615002.8000000003,0.011748320030167238
Fine Capital Partners,2023-05-12,556580522.1,0.0,15141100.0,0.006841046769817718
Fine Capital Partners,2023-08-11,659270766.4399999,0.0,8807452.42,0.022532226029066196
Fine Capital Partners,2023-11-14,758052332.0,0.0,12500616.0,0.03552891442975061
Greenlight Capital,2014-02-14,5567464293.19,0.0,0.0,0.1
Greenlight Capital,2014-05-15,4463704323.17,79118390.08,1327014958.15,0.10922165306883098
Greenlight Capital,2014-08-14,5812196734.39,332538144.51,296678279.51,0.6777310168124041
Greenlight Capital,2014-11-14,5240642887.700001,69389154.1,659127375.15,0.4327417228084339
Greenlight Capital,2015-02-13,5180318049.719998,829865583.3899999,219415992.44,0.17820379993413407
Greenlight Capital,2015-05-15,5399975993.59,431618457.19,523476037.36,0.19441380444693535
Greenlight Capital,2015-08-14,4435175264.51,533566629.42,99224398.47999999,-0.04317722976934379
Greenlight Capital,2015-11-16,3171360579.42,470918806.7,525774784.86999995,-0.2070867630328246
Greenlight Capital,2016-02-16,2829662935.2700005,153615861.92,407077539.28999996,-0.19428635708331335
Greenlight Capital,2016-05-16,3314140769.4,414237009.27,185809686.32000002,-0.1438881443827138
Greenlight Capital,2016-08-15,4931758801.950001,310589662.21000004,276814542.92,0.02259326603356524
